Tweets_name,Tweets_url,Tweets_twitterhandle,Tweets_twitterhandle_url,Tweets_tweet,Tweets_replies,Tweets_retweets,Tweets_likes,Tweets_Dateoftweet,Tweets_Dateoftweet_url,Tweets_Verified,Tweets_Verified_url
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The first reviews are here & #BadrinathKiDulhania is off to a spectacular start! @karanjohar @Varun_dvn @aliaa08 @ShashankKhaitan,"Reply
16","Retweet
111","Like
517",9 Mar 2017,https://twitter.com/DharmaMovies/status/839839775213432832,Verified account,https://twitter.com/DharmaMovies
Alia Bhatt,https://twitter.com/aliaa08,aliaa08,https://twitter.com/aliaa08,Sun mere humsafar https://m.youtube.com/watch?v=tnCSK_Jv7WM … hope you guys like it #BadrinathKiDulhania #Humsafar @Varun_dvn @karanjohar @ShashankKhaitan,"Reply
289","Retweet
654","Like
3.7K",9 Mar 2017,https://twitter.com/aliaa08/status/839797486487277569,Verified account,https://twitter.com/aliaa08
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The much awaited @aliaa08's rendition of #Humsafar is here & it's the epitome of beauty! #BadrinathKiDulhania https://www.youtube.com/watch?v=tnCSK_Jv7WM …,"Reply
13","Retweet
76","Like
286",9 Mar 2017,https://twitter.com/DharmaMovies/status/839788314089537537,Verified account,https://twitter.com/DharmaMovies
Karan Johar,https://twitter.com/karanjohar,karanjohar,https://twitter.com/karanjohar,The version so many had requested for!! The @aliaa08 rendition of #humsafar is here!!!! https://m.youtube.com/watch?v=tnCSK_Jv7WM … #BadrinathKiDulhania,"Reply
155","Retweet
557","Like
3.8K",9 Mar 2017,https://twitter.com/karanjohar/status/839786005884448769,Verified account,https://twitter.com/karanjohar
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The first review of #BadrinathKiDulhania is out & it's...,"Reply
3","Retweet
62","Like
289",9 Mar 2017,https://twitter.com/DharmaMovies/status/839753810809667585,Verified account,https://twitter.com/DharmaMovies
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,Your wait ends tomorrow! बद्री & Vaidehi are on their way to cinemas near you! #BadrinathKiDulhania @karanjohar @Varun_dvn @aliaa08,"Reply
23","Retweet
145","Like
690",8 Mar 2017,https://twitter.com/DharmaMovies/status/839727541464236032,Verified account,https://twitter.com/DharmaMovies
Wave Cinemas,https://twitter.com/Wave_Cinemas,Wave_Cinemas,https://twitter.com/Wave_Cinemas,"#Contest
Answer this simple question and get a chance to win movie vouchers or merchandise. #BadrinathKiDulhania","Reply
196","Retweet
93","Like
93",8 Mar 2017,https://twitter.com/Wave_Cinemas/status/839724937921216514,Verified account,https://twitter.com/Wave_Cinemas
Mukesh Chhabra CSA,https://twitter.com/CastingChhabra,CastingChhabra,https://twitter.com/CastingChhabra,Loved loved loved #BadrinathKiDulhania yeh dono ki Jodi and acting kamaaal hai @Varun_dvn @aliaa08 well done @ShashankKhaitan outstanding:),"Reply
3","Retweet
89","Like
227",8 Mar 2017,https://twitter.com/CastingChhabra/status/839699145304731648,Verified account,https://twitter.com/CastingChhabra
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"Here's a still from @aliaa08 and @Varun_dvn starrer, #BadrinathKiDulhania
if you're looking forward to the movie","Reply
2","Retweet
80","Like
319",8 Mar 2017,https://twitter.com/ZoomTV/status/839528647283245056,Verified account,https://twitter.com/ZoomTV
SilkAir India,https://twitter.com/SilkAirIndia,SilkAirIndia,https://twitter.com/SilkAirIndia,Women's Day wishes from #SilkAir and the entire crew from #BadrinathKiDulhania. #AJoyToFly #WomensDay #BKD,"Reply
8","Retweet
131","Like
643",7 Mar 2017,https://twitter.com/SilkAirIndia/status/839335790740021248,,
Milap,https://twitter.com/zmilap,zmilap,https://twitter.com/zmilap,This Friday is gonna see a blockbuster release with #BadrinathKiDulhania All reports say @Varun_dvn n @aliaa08 have ROCKED it! @karanjohar,"Reply
7","Retweet
56","Like
69",7 Mar 2017,https://twitter.com/zmilap/status/839333137725460480,Verified account,https://twitter.com/zmilap
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,Spreading unlimited love in the city of joy! #BKDinKolkata @Varun_dvn @aliaa08 #BadrinathKiDulhania,"Reply
10","Retweet
111","Like
423",7 Mar 2017,https://twitter.com/BKDMovie/status/839122646449147904,,
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,"Send in your entries for step 3 now, using #BKDJoyToFly! Contest closes soon, hurry! #BadrinathKiDulhania @Varun_dvn @aliaa08","Reply
12","Retweet
87","Like
513",7 Mar 2017,https://twitter.com/DharmaMovies/status/839113594394578945,Verified account,https://twitter.com/DharmaMovies
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,#PicturePerfect: @Varun_dvn with his parents at the special screening of #BadrinathKiDulhania,"Reply
3","Retweet
41","Like
245",7 Mar 2017,https://twitter.com/ZoomTV/status/839105868159303681,Verified account,https://twitter.com/ZoomTV
Indian Express Entertainment,https://twitter.com/ieEntertainment,ieEntertainment,https://twitter.com/ieEntertainment,"#BadrinathKiDulhania celeb movie review: @aliaa08 @Varun_dvn film gets a wonderful reaction
http://indianexpress.com/article/entertainment/bollywood/badrinath-ki-dulhania-celeb-movie-review-alia-bhatt-varun-dhawan-film-gets-a-wonderful-reaction-4558784/ …","Reply
1","Retweet
59","Like
144",7 Mar 2017,https://twitter.com/ieEntertainment/status/839098809107927040,Verified account,https://twitter.com/ieEntertainment
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,"To keep up with Badri's not so sober habits, @Varun_dvn did quite the method acting! #BadrinathKiDulhania @aliaa08","Reply
2","Retweet
79","Like
302",7 Mar 2017,https://twitter.com/BKDMovie/status/839089256761077760,,
Paytm Entertainment,https://twitter.com/PaytmTickets,PaytmTickets,https://twitter.com/PaytmTickets,"Final question!
In #BadrinathKiDulhania, #VarunDhawan doesn't know the formula of:
A) Simple Interest
OR
B) Compound Interest","Reply
174","Retweet
96","Like
118",7 Mar 2017,https://twitter.com/PaytmTickets/status/839084892528984064,Verified account,https://twitter.com/PaytmTickets
Paytm Entertainment,https://twitter.com/PaytmTickets,PaytmTickets,https://twitter.com/PaytmTickets,"You guys are doing an amazing job! Lets make it even better with a few more RTs, invite your friends to play #BadrinathKiDulhania contest.","Reply
44","Retweet
80","Like
79",7 Mar 2017,https://twitter.com/PaytmTickets/status/839071523361038336,Verified account,https://twitter.com/PaytmTickets
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,The heart-throbs are coming back to the big screen! 3 days to #BadrinathKiDulhania! @karanjohar @Varun_dvn @aliaa08 @ShashankKhaitan,"Reply
14","Retweet
72","Like
343",7 Mar 2017,https://twitter.com/DharmaMovies/status/839045424006774785,Verified account,https://twitter.com/DharmaMovies
Girish Johar,https://twitter.com/girishjohar,girishjohar,https://twitter.com/girishjohar,"#BadrinathKiDulhania is on
is poised to take an excellent start at the BO @Varun_dvn @aliaa08","Reply
4","Retweet
54","Like
84",6 Mar 2017,https://twitter.com/girishjohar/status/838987865052876800,Verified account,https://twitter.com/girishjohar
Sonam Nair,https://twitter.com/chink_ster,chink_ster,https://twitter.com/chink_ster,"You don't even notice when #BadrinathKiDulhania touches your heart because you're laughing throughout! A really funny, really sweet film!","Reply
6","Retweet
67","Like
159",6 Mar 2017,https://twitter.com/chink_ster/status/838974852249837568,,
taran adarsh,https://twitter.com/taran_adarsh,taran_adarsh,https://twitter.com/taran_adarsh,"#BadrinathKiDulhania certified PG by British censors on 6 March 2017. Approved run time: 139 min 6 sec [2 hour, 19 minutes, 6 seconds].","Reply
15","Retweet
148","Like
820",6 Mar 2017,https://twitter.com/taran_adarsh/status/838955939692752898,Verified account,https://twitter.com/taran_adarsh
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"#PicturePerfect: The #BadrinathKiDulhania stars, @aliaa08 and @Varun_dvn","Reply
4","Retweet
61","Like
316",6 Mar 2017,https://twitter.com/ZoomTV/status/838743471737339905,Verified account,https://twitter.com/ZoomTV
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,".@Varun_dvn and @aliaa08 starrer, #BadrinathKiDulhania will release this week!
Are you planning to watch the movie this weekend?","Reply
15","Retweet
51","Like
112",6 Mar 2017,https://twitter.com/ZoomTV/status/838690632608579584,Verified account,https://twitter.com/ZoomTV
TSeries,https://twitter.com/TSeries,TSeries,https://twitter.com/TSeries,Woohoo! #BadrinathKiDulhania songs ruling the #Bollywood chart on iTunes. Listen to all the amazing songs now- http://bit.ly/2lNyYL4,"Reply
3","Retweet
59","Like
205",6 Mar 2017,https://twitter.com/TSeries/status/838678009540403201,Verified account,https://twitter.com/TSeries
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"Spotted!: The #BadrinathKiDulhania duo, @aliaa08 and @Varun_dvn were spotted at the Mumbai airport","Reply
3","Retweet
63","Like
315",6 Mar 2017,https://twitter.com/ZoomTV/status/838667978912587777,Verified account,https://twitter.com/ZoomTV
MahindraKUV100,https://twitter.com/MahindraKUV100,MahindraKUV100,https://twitter.com/MahindraKUV100,Badri will celebrate Holi with his Dulhania & #TheYoungSUV! Watch @Varun_dvn & @aliaa08 with the #KUV100 in #BadrinathKiDulhania.,"Reply
17","Retweet
261","Like
1.2K",5 Mar 2017,https://twitter.com/MahindraKUV100/status/838649734004781056,Verified account,https://twitter.com/MahindraKUV100
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"if you love the #BadrinathKiDulhania pair, @Varun_dvn and @aliaa08 !","Reply
2","Retweet
65","Like
338",5 Mar 2017,https://twitter.com/ZoomTV/status/838649103030460416,Verified account,https://twitter.com/ZoomTV
pinkvilla,https://twitter.com/pinkvilla,pinkvilla,https://twitter.com/pinkvilla,Photos: Badri @Varun_dvn and Dulhania @aliaa08 can't take eyes off each other- http://www.pinkvilla.com/entertainment/photos/373821/photos-badri-varun-dhawan-and-dulhania-alia-bhatt-cant-take-eyes-each … #BadrinathKiDulhania,"Reply
4","Retweet
69","Like
185",5 Mar 2017,https://twitter.com/pinkvilla/status/838634943932616706,Verified account,https://twitter.com/pinkvilla
Telenor India,https://twitter.com/TelenorIndia,TelenorIndia,https://twitter.com/TelenorIndia,"Guess the answer & get a chance to win movie tickets of #BadrinathkiDulhania
T&C:https://goo.gl/L6LAe3 #TelenorIndia #contest #FullVasool","Reply
161","Retweet
79","Like
82",4 Mar 2017,https://twitter.com/TelenorIndia/status/838245192473972736,Verified account,https://twitter.com/TelenorIndia
Alia Bhatt,https://twitter.com/aliaa08,aliaa08,https://twitter.com/aliaa08,#BadrinathKiDulhania tours and travels in Lucknow 5 days to go,"Reply
217","Retweet
549","Like
5.6K",4 Mar 2017,https://twitter.com/aliaa08/status/838223781839663106,Verified account,https://twitter.com/aliaa08
Varun Dhawan,https://twitter.com/Varun_dvn,Varun_dvn,https://twitter.com/Varun_dvn,"Top angle view of the 20,000 plus crowd that gathered today amazing night #BadrinathKiDulhania","Reply
146","Retweet
496","Like
3.0K",4 Mar 2017,https://twitter.com/Varun_dvn/status/838095918415101952,Verified account,https://twitter.com/Varun_dvn
RJ ALOK,https://twitter.com/OYERJALOK,OYERJALOK,https://twitter.com/OYERJALOK,Wohhoooooooooo @Varun_dvn @aliaa08 with @KapilSharmaK9 @WhoSunilGrover @kikusharda @SonyTV @kingaliasgar #RjAlok #BadrinathKiDulhania,"Reply
4","Retweet
86","Like
261",4 Mar 2017,https://twitter.com/OYERJALOK/status/838076097170403330,Verified account,https://twitter.com/OYERJALOK
Amaal Mallik,https://twitter.com/AmaalMallik,AmaalMallik,https://twitter.com/AmaalMallik,"Woohoo.....
#BadrinathKiDulhania
#RokeNaRukeNaina @TSeries @kumaarofficial @raiisonai","Reply
15","Retweet
83","Like
345",4 Mar 2017,https://twitter.com/AmaalMallik/status/838063035466067968,Verified account,https://twitter.com/AmaalMallik
RJ ALOK,https://twitter.com/OYERJALOK,OYERJALOK,https://twitter.com/OYERJALOK,Here @Varun_dvn @aliaa08 for #BadrinathKiDulhania promotion in Delhi... Mall activity. @DharmaMovies #RjAlok tu premi... Main premiiiiii,"Reply
1","Retweet
53","Like
107",4 Mar 2017,https://twitter.com/OYERJALOK/status/838058529411973125,Verified account,https://twitter.com/OYERJALOK
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,Now that's what you call a धमाकेदार entry! #BKDinDelhi @Varun_dvn @aliaa08 #BadrinathKiDulhania,"Reply
9","Retweet
107","Like
255",4 Mar 2017,https://twitter.com/BKDMovie/status/838050976086941696,,
Raj Nayak,https://twitter.com/rajcheerfull,rajcheerfull,https://twitter.com/rajcheerfull,12 th March 9 PM #BadrinathKiDulhania with @aliaa08 & @Varun_dvn coming soon on #RisingStarDuels @IndiaRisingStar LIVE only on @ColorsTV,"Reply
6","Retweet
93","Like
202",4 Mar 2017,https://twitter.com/rajcheerfull/status/838045993543290880,Verified account,https://twitter.com/rajcheerfull
StarPlus,https://twitter.com/StarPlus,StarPlus,https://twitter.com/StarPlus,Badrinath and Vaidehi’s wedding is about to begin! #DilHaiHindustani! #BadrinathKiDulhania @DharmaMovies,"Reply
8","Retweet
76","Like
431",4 Mar 2017,https://twitter.com/StarPlus/status/838032963895885824,Verified account,https://twitter.com/StarPlus
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,Don't miss out on @aliaa08 singing #AeDilHaiMushkil in her mesmerizing voice at #dilhaihindustani #BadrinathKiDulhania,"Reply
16","Retweet
142","Like
446",4 Mar 2017,https://twitter.com/BKDMovie/status/838009661026529281,,
BadrinathKiDulhania,https://twitter.com/BKDMovie,BKDMovie,https://twitter.com/BKDMovie,"#TammaTammaAgain all day, every day! #BKDinDelhi @Varun_dvn @aliaa08 #BadrinathKiDulhania","Reply
6","Retweet
86","Like
340",4 Mar 2017,https://twitter.com/BKDMovie/status/837945335867564033,,
Ayushmann Khurrana,https://twitter.com/ayushmannk,ayushmannk,https://twitter.com/ayushmannk,So got to know @Varun_dvn & @aliaa08 are also in delhi. Staying in the same hotel. गुडलक to Badri and his dulhaniya. #BadrinathKiDulhania,"Reply
12","Retweet
113","Like
548",4 Mar 2017,https://twitter.com/ayushmannk/status/837939618850955265,Verified account,https://twitter.com/ayushmannk
Telenor India,https://twitter.com/TelenorIndia,TelenorIndia,https://twitter.com/TelenorIndia,Guess the answer & get a chance to win movie tickets of #BadrinathkiDulhania. T&C:https://goo.gl/L6LAe3 #TelenorIndia #contest #FullVasool,"Reply
163","Retweet
74","Like
77",3 Mar 2017,https://twitter.com/TelenorIndia/status/837882801789808642,Verified account,https://twitter.com/TelenorIndia
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,".@aliaa08 and @Varun_dvn dancing during the promotions of #BadrinathKiDulhania will make you want to get up dance!
Check out the video now","Reply
3","Retweet
51","Like
294",3 Mar 2017,https://twitter.com/ZoomTV/status/837867721442263041,Verified account,https://twitter.com/ZoomTV
StarPlus,https://twitter.com/StarPlus,StarPlus,https://twitter.com/StarPlus,Badri and his Dulhania are a perfect match! What do you think? #DilHaiHindustani #BadrinathKiDulhania @Varun_dvn @aliaa08,"Reply
13","Retweet
103","Like
376",3 Mar 2017,https://twitter.com/StarPlus/status/837678976923385857,Verified account,https://twitter.com/StarPlus
RVCJ Media,https://twitter.com/RVCJ_FB,RVCJ_FB,https://twitter.com/RVCJ_FB,"1 week to BadrinathKiDulhania
#BadrinathKiDulhania","Reply
7","Retweet
57","Like
167",3 Mar 2017,https://twitter.com/RVCJ_FB/status/837669680693272578,Verified account,https://twitter.com/RVCJ_FB
CINECHICKENS,https://twitter.com/Cinechickens,Cinechickens,https://twitter.com/Cinechickens,"Presenting the video song of #ROKENARUKENAINA from #BadrinathKiDulhania starring @Varun_dvn, @aliaa08.
Watch Here : http://goo.gl/SWOSFp",Reply,"Retweet
25","Like
130",3 Mar 2017,https://twitter.com/Cinechickens/status/837645213619355649,,
dna After Hrs,https://twitter.com/dnaAfterHrs,dnaAfterHrs,https://twitter.com/dnaAfterHrs,Watch: #BadrinathKiDulhania song #RokeNaRukeNaina expresses the pangs of love like never before! http://dnai.in/dZXu writes @imPrachita,"Reply
1","Retweet
65","Like
236",3 Mar 2017,https://twitter.com/dnaAfterHrs/status/837594157069844481,Verified account,https://twitter.com/dnaAfterHrs
Karan Johar,https://twitter.com/karanjohar,karanjohar,https://twitter.com/karanjohar,#BadrinathKiDulhania ....the color of love....,"Reply
119","Retweet
312","Like
3.0K",3 Mar 2017,https://twitter.com/karanjohar/status/837587790615437313,Verified account,https://twitter.com/karanjohar
Dharma Productions,https://twitter.com/DharmaMovies,DharmaMovies,https://twitter.com/DharmaMovies,Come and be a part of Badri & Vaidehi's रंगीन love story! 7 days to go! #BadrinathKiDulhania @karanjohar @Varun_dvn @aliaa08,"Reply
9","Retweet
62","Like
272",2 Mar 2017,https://twitter.com/DharmaMovies/status/837567264312406016,Verified account,https://twitter.com/DharmaMovies
Alia Bhatt,https://twitter.com/aliaa08,aliaa08,https://twitter.com/aliaa08,Here's goes our heart break song! 7 days to go :) http://bit.ly/RokeNaRukeNaina #BadrinathKiDulhania #RokeNaRukeNaina @Varun_dvn #Arijitsingh,"Reply
166","Retweet
589","Like
3.4K",2 Mar 2017,https://twitter.com/aliaa08/status/837536185132048384,Verified account,https://twitter.com/aliaa08
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"Catch the #BadrinathKiDulhania duo, @Varun_dvn and @aliaa08 on #YMSSeason2 tomorrow at 7 pm only on zoom","Reply
1","Retweet
29","Like
80",2 Mar 2017,https://twitter.com/ZoomTV/status/837535510088183809,Verified account,https://twitter.com/ZoomTV
Bollywood Hungama,https://twitter.com/Bollyhungama,Bollyhungama,https://twitter.com/Bollyhungama,#CBFC demands disclaimer on dowry from #BadrinathKiDulhania,Reply,"Retweet
8","Like
42",2 Mar 2017,https://twitter.com/Bollyhungama/status/837533338411786240,Verified account,https://twitter.com/Bollyhungama
pinkvilla,https://twitter.com/pinkvilla,pinkvilla,https://twitter.com/pinkvilla,#AliaBhatt and #VarunDhawan meet a young fan as they promote #BadrinathKiDulhania http://www.pinkvilla.com/entertainment/photos/373643/alia-bhatt-and-varun-dhawan-meet-young-fan-they-promote-badrinath-ki … @aliaa08 @Varun_dvn,"Reply
1","Retweet
20","Like
72",2 Mar 2017,https://twitter.com/pinkvilla/status/837531970808627202,Verified account,https://twitter.com/pinkvilla
TIMC,https://twitter.com/TIMCtweeting,TIMCtweeting,https://twitter.com/TIMCtweeting,"@aliaa08 & @Varun_dvn snapped during their movie promotion #BadrinathKiDulhania
#Bollywood #TIMC",Reply,"Retweet
7","Like
14",2 Mar 2017,https://twitter.com/TIMCtweeting/status/837531738226085888,,
Box Office Capsule,https://twitter.com/BOCapsule,BOCapsule,https://twitter.com/BOCapsule,"#BOCapsule Watch the fun behind the scenes of #BadrinathKiDulhania @Varun_dvn @aliaa08
http://www.boxofficecapsule.com/bollywood/videos.aspx?v=4151 …",Reply,"Retweet
3","Like
26",2 Mar 2017,https://twitter.com/BOCapsule/status/837529669985411073,,
Bollywood Uncut,https://twitter.com/BollywoodUncut,BollywoodUncut,https://twitter.com/BollywoodUncut,"#ExculsiveInterview Of #PerfectDuo #VarunDhawan AND #AliaBhatt's #BadrinathKiDulhaniahttps://goo.gl/SsjTFf
If U Can't wait For Movie",Reply,"Retweet
4","Like
7",2 Mar 2017,https://twitter.com/BollywoodUncut/status/837529462572904448,,
YuppTVBazaar,https://twitter.com/yupptvbazaar,yupptvbazaar,https://twitter.com/yupptvbazaar,#BadrinathKiDulhania #AliaBhatt & #varundhawan make reporters dance To #TammaTammaAgain https://goo.gl/kVuq2C https://goo.gl/JlU4xh,Reply,"Retweet
6","Like
19",2 Mar 2017,https://twitter.com/yupptvbazaar/status/837527493275869184,,
AliaaHolics,https://twitter.com/AliaaHolics_,AliaaHolics_,https://twitter.com/AliaaHolics_,& @Varun_dvn for #BadrinathKiDulhania promotions yesterday (3),Reply,"Retweet
8","Like
10",2 Mar 2017,https://twitter.com/AliaaHolics_/status/837522961284403204,,
Zoom TV,https://twitter.com/ZoomTV,ZoomTV,https://twitter.com/ZoomTV,"Here's a still from @aliaa08 and @Varun_dvn starrer, #BadrinathKiDulhania
if you're looking forward to the movie","Reply
2","Retweet
37","Like
148",2 Mar 2017,https://twitter.com/ZoomTV/status/837512866630668289,Verified account,https://twitter.com/ZoomTV
Desimartini,https://twitter.com/DMmovies,DMmovies,https://twitter.com/DMmovies,"Tweet your questions for badri & his dulhania using #StarVaarWithBKD & get lucky!
#BadrinathKiDulhania #VarunDhawan #AliaBhatt #Varia","Reply
49","Retweet
31","Like
67",2 Mar 2017,https://twitter.com/DMmovies/status/837506311768068096,Verified account,https://twitter.com/DMmovies
Joginder Tuteja,https://twitter.com/Tutejajoginder,Tutejajoginder,https://twitter.com/Tutejajoginder,.@Varun_dvn @aliaa08 set to enjoy one of the most 'musically visible' films in @karanjohar's #BadrinathKiDulhania,"Reply
1","Retweet
16","Like
36",2 Mar 2017,https://twitter.com/Tutejajoginder/status/837505726553563136,Verified account,https://twitter.com/Tutejajoginder
Filmfare,https://twitter.com/filmfare,filmfare,https://twitter.com/filmfare,"Cutie!
@aliaa08 looks pretty in pink at #BadrinathKiDulhania promotions.","Reply
1","Retweet
20","Like
175",2 Mar 2017,https://twitter.com/filmfare/status/837505320247230464,Verified account,https://twitter.com/filmfare
Varun Universe,https://twitter.com/VarunUniverse,VarunUniverse,https://twitter.com/VarunUniverse,"Varun_dvn And @aliaa08 Reveals Every SECRET About #BadrinathKiDulhania
http://youtube.com/watch?v=eu2x2D …",Reply,"Retweet
9","Like
30",2 Mar 2017,https://twitter.com/VarunUniverse/status/837497760618274816,,
Murtaza Ali Khan,https://twitter.com/apotofvestiges,apotofvestiges,https://twitter.com/apotofvestiges,#BadrinathKiDulhania actor @Sahilwalavaid talks about his role in the film and his friendship with @Varun_dvn,Reply,"Retweet
18","Like
29",2 Mar 2017,https://twitter.com/apotofvestiges/status/837494371352252416,,
Arijit Singh World,https://twitter.com/TheArijitSingh,TheArijitSingh,https://twitter.com/TheArijitSingh,It's #RokeNaRuke day. Stay tuned!!! #BadrinathKiDulhania @AmaalMallik @TSeries @Varun_dvn @aliaa08 @ShashankKhaitan,"Reply
22","Retweet
69","Like
469",2 Mar 2017,https://twitter.com/TheArijitSingh/status/837492640799084544,,
Filmy Monkey,https://twitter.com/FilmyMonkey,FilmyMonkey,https://twitter.com/FilmyMonkey,#BadrinathKiDulhania actress @aliaa08 hopes that aspiring singers get a chance to sing in her movies! http://www.filmymonkey.com/bollywood/alia-hopes-aspiring-singers-sing-for-her-movies-104886 … #VarunDhawan,Reply,"Retweet
7","Like
15",2 Mar 2017,https://twitter.com/FilmyMonkey/status/837490138326368256,,
Sanchit Sharma,https://twitter.com/real_sanchit,real_sanchit,https://twitter.com/real_sanchit,When we got stuck in heavy traffic... decided to do #TammaTammaAgain #wohbadalgaya @Varun_dvn @aliaa08 #BadrinathKiDulhania,Reply,"Retweet
5","Like
42",2 Mar 2017,https://twitter.com/real_sanchit/status/837488055401529344,,
RJ ALOK,https://twitter.com/OYERJALOK,OYERJALOK,https://twitter.com/OYERJALOK,Catch Badrinath @Varun_dvn n his Dulhania @aliaa08 in Delhi ... Today !! #BadrinathKiDulhania ... Delhi Calling ... #RjAlok,"Reply
1","Retweet
32","Like
64",2 Mar 2017,https://twitter.com/OYERJALOK/status/837485222765682688,Verified account,https://twitter.com/OYERJALOK
Bollywood Helpline,https://twitter.com/BollywoodH,BollywoodH,https://twitter.com/BollywoodH,"Promotional Interview With #VarunDhawan & #AliaBhatt For #BadrinathKiDulhania
For More Pics : http://bollywoodhelpline.com/gallery/events/promotional-interview-with-varun-dhawan-alia-bhatt-for-badrinath-ki-dulhania/0 …",Reply,"Retweet
12","Like
40",2 Mar 2017,https://twitter.com/BollywoodH/status/837468288238170118,,
Viral Bhayani,https://twitter.com/viralbhayani77,viralbhayani77,https://twitter.com/viralbhayani77,This cute fan has all the attention from #badrinathkidulhania stars #varundhawan #aliabhatt … https://www.instagram.com/p/BRJ_U1zhi2X/,Reply,"Retweet
3","Like
5",2 Mar 2017,https://twitter.com/viralbhayani77/status/837461641763565568,,
"786 BuzzDreamz
🇺🇸",https://twitter.com/buzzdreamz,buzzdreamz,https://twitter.com/buzzdreamz,".@aliaa08 is baby Naseeruddin Shah, says Humpty Sharma Ki Dulhania actor Sahil Vaid http://bit.ly/2lZYPBu #BadrinathKiDulhania #SahilVaid",Reply,"Retweet
2","Like
6",2 Mar 2017,https://twitter.com/buzzdreamz/status/837460016638517248,,